origin_id	chr	insert_position	LTR	insert_orientation	count	inserted_gene	gene_id	gene_orientation	exon_intron	nearest_gene	nearest_gene_id	nearest_gene_orientation	nearest_gene_distance	comment	pubmed_id
  PT4_Y12.2	chr17	7396401	3LTR	-	1	POLR2A	5430	+	intronic				0		24968937
  PT1_Y11.4	chr15	52791355	3LTR	+	1	MYO5A	4644	-	intronic				0		24968937
  PT1_Y11.4	chr12	9924832	5LTR	+	1	not found				CD69	969	-	11335		24968937
  PT1_Y11.4	chr1	145269674	5LTR	-	1	NBPF20			intronic				0		24968937
  PT1_Y11.4	chr5	130695902	5LTR	+	1	CDC42SE2	56990	+	intronic				0		24968937
  PT1_Y11.4	chr12	57402479	3LTR	-	1	not found				TAC3	6866	-	1302		24968937
  PT3_Y7.2	chr11	118350965	3LTR	+	1	KMT2A			intronic				0		24968937
  PT1_Y0.2	chr11	108061252	3LTR	-	1	NPAT	4863	-	intronic				0		24968937
  PT1_Y11.4	chr12	50581250	3LTR	+	1	LIMA1	51474	-	intronic				0		24968937
  PT4_Y12.2	chr11	71672116	3LTR	-	1	RNF121	55298	+	intronic				0		24968937
  PT3_Y7.2	chr19	50257395	3LTR	+	1	TSKS	60385	-	intronic				0		24968937
  PT1_Y4.8	chr14	71394997	5LTR	+	1	PCNX	22990	+	intronic				0		24968937
  PT3_Y7.2	chr6	33269476	3LTR	-	1	TAPBP	6892	-	UTR3				0		24968937
  PT1_Y11.4	chr21	42394963	3LTR	-	1	not found				LINC00323	284835	-	118464		24968937
  PT1_Y0.2	chr2	10669399	3LTR	+	1	not found				NOL10	79954	-	41493		24968937
  PT1_Y11.4	chr2	69789124	3LTR	-	1	AAK1	22848	-	intronic				0		24968937
  PT3_Y7.2	chr19	53189332	3LTR	-	1	ZNF83	55769	-	intronic				0		24968937
  PT1_Y4.8	chr1	198506789	3LTR	-	1	ATP6V1G3	127124	-	intronic				0		24968937
  PT4_Y12.2	chr1	224026620	3LTR	-	1	TP53BP2	7159	-	intronic				0		24968937
  PT4_Y12.2	chr1	25774533	3LTR	+	1	TMEM57	55219	+	intronic				0		24968937
  PT1_Y11.4	chr2	70455967	5LTR	-	1	TIA1	7072	-	intronic				0		24968937
  PT1_Y11.4	chr1	192998382	5LTR	+	1	UCHL5	51377	-	exonic				0		24968937
  PT4_Y12.2	chr3	152898600	3LTR	-	1	not found				RAP2B	5912	+	10187		24968937
  PT1_Y11.4	chr22	50298644	5LTR	-	2	ALG12	79087	-	intronic				0		24968937
  PT3_Y7.2	chr8	145282221	3LTR	+	1	MROH1			intronic				0		24968937
  PT1_Y11.4	chr17	4866623	3LTR	-	1	SPAG7	9552	-	intronic				0		24968937
  PT1_Y11.4	chr1	44034729	3LTR	-	1	PTPRF	5792	+	intronic				0		24968937
  PT4_Y12.2	chrX	48842188	3LTR	-	3	GRIPAP1	56850	-	intronic				0		24968937
  PT1_Y11.4	chr6	26229180	3LTR	+	1	not found				HIST1H3E	8353	+	3336		24968937
  PT1_Y0.2	chr14	100716907	3LTR	+	1	YY1	7528	+	intronic				0		24968937
  PT1_Y0.2	chr7	7624684	3LTR	+	1	MIOS	54468	+	intronic				0		24968937
  PT3_Y0	chr7	7795480	3LTR	+	1	UMAD1			intronic				0		24968937
  PT3_Y0	chr19	42616319	3LTR	+	1	POU2F2	5452	-	intronic				0		24968937
  PT5_Y14.5	chr17	80490388	3LTR	+	1	FOXK2	3607	+	intronic				0		24968937
  PT1_Y11.4	chr4	154453089	3LTR	+	1	KIAA0922	23240	+	intronic				0		24968937
  PT1_Y11.4	chr17	76136991	5LTR	+	1	TMC8	147138	+	exonic				0		24968937
  PT1_Y0.2	chr19	22026326	5LTR	+	1	ZNF43	7594	-	intronic				0		24968937
  PT5_Y14.5	chr14	56809551	3LTR	+	1	not found				PELI2	57161	+	41520		24968937
  PT1_Y0.2	chr6	618335	3LTR	+	1	EXOC2	55770	-	intronic				0		24968937
  PT4_Y12.2	chr1	42361213	3LTR	+	1	HIVEP3	59269	-	intronic				0		24968937
  PT3_Y7.2	chr16	69683881	3LTR	+	1	NFAT5	10725	+	intronic				0		24968937
  PT1_Y0.2	chr15	65454286	3LTR	-	1	CLPX	10845	-	intronic				0		24968937
  PT3_Y7.2	chr6	155487260	3LTR	-	1	TIAM2	26230	+	intronic				0		24968937
  PT1_Y11.4	chr10	69745276	5LTR	+	1	HERC4	26091	-	intronic				0		24968937
  PT1_Y11.4	chr2	28846760	5LTR	-	1	PLB1	151056	+	intronic				0		24968937
  PT1_Y11.4	chr17	41237572	5LTR	+	1	BRCA1	672	-	intronic				0		24968937
  PT1_Y0.2	chr5	39167111	5LTR	-	4	FYB	2533	-	intronic				0		24968937
  PT3_Y0	chr4	39915472	3LTR	+	1	PDS5A	23244	-	intronic				0		24968937
  PT3_Y7.2	chr1	1549332	3LTR	-	1	not found				MIB2	142678	+	1463		24968937
  PT1_Y11.4	chr19	52835160	3LTR	+	1	not found				ZNF610	162963	+	4338		24968937
  PT5_Y14.5	chr11	66984976	3LTR	-	1	KDM2A	22992	+	intronic				0		24968937
  PT3_Y7.2	chr12	9905287	3LTR	-	1	CD69	969	-	UTR3				0		24968937
  PT1_Y11.4	chr8	38173023	5LTR	-	1	WHSC1L1	54904	-	exonic				0		24968937
  PT1_Y11.4	chr20	34295826	3LTR	-	1	RBM39	9584	-	intronic				0		24968937
  PT1_Y11.4	chr1	33415169	5LTR	-	1	RNF19B	127544	-	splicing				0		24968937
  PT1_Y0.2	chr19	15572384	3LTR	+	1	RASAL3	64926	-	exonic				0		24968937
  PT1_Y0.2	chr2	162044337	5LTR	+	1	TANK	10010	+	intronic				0		24968937
  PT1_Y11.4	chr10	27428688	5LTR	+	1	YME1L1	10730	-	intronic				0		24968937
  PT1_Y11.4	chr11	59195260	5LTR	+	1	not found				OR5A2	219981	-	4834		24968937
  PT1_Y11.4	chr16	57030648	5LTR	+	2	not found				CETP	1071	+	12892		24968937
  PT3_Y0	chr19	7473393	3LTR	-	1	ARHGEF18	23370	+	intronic				0		24968937
  PT1_Y11.4	chr16	69474136	5LTR	-	1	CYB5B	80777	+	intronic				0		24968937
  PT1_Y11.4	chr7	24858410	3LTR	+	1	OSBPL3	26031	-	intronic				0		24968937
  PT1_Y11.4	chr9	92684321	5LTR	-	1	not found				LOC101927847			47377		24968937
  PT1_Y11.4	chr12	8844917	3LTR	+	1	not found				NONE			0		24968937
  PT1_Y0.2	chr5	90673903	3LTR	+	1	ARRDC3	57561	-	intronic				0		24968937
  PT4_Y12.2	chr1	167646367	3LTR	-	1	RCSD1	92241	+	intronic				0		24968937
  PT1_Y0.2	chr2	86408869	3LTR	+	1	IMMT	10989	-	intronic				0		24968937
  PT1_Y0.2	chr2	69601395	3LTR	+	1	GFPT1	2673	-	intronic				0		24968937
  PT1_Y11.4	chr10	103680991	3LTR	-	1	C10orf76			intronic				0		24968937
  PT1_Y4.8	chr12	14631396	5LTR	-	2	ATF7IP	55729	+	exonic				0		24968937
  PT4_Y12.2	chr15	91115730	3LTR	+	1	CRTC3	64784	+	intronic				0		24968937
  PT1_Y0.2	chr14	67785089	3LTR	-	1	MPP5	64398	+	intronic				0		24968937
  PT1_Y11.4	chr1	235341884	3LTR	+	1	ARID4B	51742	-	intronic				0		24968937
  PT1_Y11.4	chr9	77998955	5LTR	+	1	not found				MIR548H3			119557		24968937
  PT3_Y7.2	chr11	65273531	3LTR	+	1	MALAT1	378938	+	ncRNA_exonic				0		24968937
  PT1_Y11.4	chr6	90786243	5LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr6	26446751	3LTR	-	1	BTN3A3	10384	+	intronic				0		24968937
  PT1_Y0.2	chr3	194139841	3LTR	-	1	ATP13A3	79572	-	intronic				0		24968937
  PT1_Y11.4	chr1	31456828	5LTR	-	1	PUM1	9698	-	intronic				0		24968937
  PT1_Y11.4	chr16	68302577	3LTR	-	1	SLC7A6	9057	+	intronic				0		24968937
  PT1_Y11.4	chr3	47981137	5LTR	+	3	MAP4	4134	-	intronic				0		24968937
  PT1_Y11.4	chr11	128571108	5LTR	+	1	FLI1	2313	+	intronic				0		24968937
  PT5_Y14.5	chr6	87934079	3LTR	+	1	ZNF292	23036	+	intronic				0		24968937
  PT4_Y12.2	chrX	153190624	3LTR	-	1	ARHGAP4	393	-	intronic				0		24968937
  PT1_Y11.4	chr1	25956268	5LTR	-	1	MAN1C1	57134	+	intronic				0		24968937
  PT2_Y12.9	chr7	11179792	3LTR	-	1	not found				NONE			0		24968937
  PT1_Y11.4	chr1	155812766	5LTR	+	1	GON4L	54856	-	intronic				0		24968937
  PT1_Y11.4	chr22	40838746	5LTR	-	1	MKL1	57591	-	intronic				0		24968937
  PT1_Y11.4	chr15	65946301	3LTR	-	1	SLC24A1	9187	+	exonic				0		24968937
  PT1_Y11.4	chr1	224475382	3LTR	+	1	NVL	4931	-	intronic				0		24968937
  PT1_Y11.4	chr11	116865420	3LTR	+	1	SIK3	23387	-	intronic				0		24968937
  PT3_Y0	chr12	56314112	3LTR	+	1	PYM1			intronic				0		24968937
  PT3_Y7.2	chr4	36275803	3LTR	+	1	LOC439933			ncRNA_exonic				0		24968937
  PT3_Y7.2	chr20	31424525	3LTR	+	1	MAPRE1	22919	+	exonic				0		24968937
  PT1_Y11.4	chrX	129374278	3LTR	-	1	ZNF280C	55609	-	intronic				0		24968937
  PT1_Y11.4	chr1	236003221	3LTR	-	1	LYST	1130	-	intronic				0		24968937
  PT5_Y14.5	chr6	30542833	3LTR	-	1	ABCF1	23	+	intronic				0		24968937
  PT3_Y0	chr2	99271855	3LTR	+	1	MGAT4A	11320	-	intronic				0		24968937
  PT4_Y12.2	chr3	195099387	3LTR	+	2	ACAP2	23527	-	intronic				0		24968937
  PT1_Y11.4	chr12	57902466	3LTR	+	1	MARS	4141	+	intronic				0		24968937
  PT3_Y0	chr8	17808696	3LTR	-	1	PCM1	5108	+	intronic				0		24968937
  PT4_Y12.2	chr20	35509365	3LTR	+	1	TLDC2			intronic				0		24968937
  PT1_Y11.4	chr6	110972532	5LTR	-	1	CDK19	23097	-	intronic				0		24968937
  PT1_Y11.4	chr2	28080485	3LTR	+	1	RBKS	64080	-	intronic				0		24968937
  PT1_Y11.4	chr19	10838392	3LTR	-	1	DNM2	1785	+	intronic				0		24968937
  PT1_Y11.4	chr2	70326850	3LTR	+	10	not found				PCBP1	5093	+	10516		24968937
  PT1_Y11.4	chr14	32592446	3LTR	+	1	ARHGAP5	394	+	intronic				0		24968937
  PT4_Y12.2	chr8	101961400	3LTR	+	1	YWHAZ	7534	-	intronic				0		24968937
  PT3_Y7.2	chr16	31753282	3LTR	+	1	ZNF720	124411	+	intronic				0		24968937
  PT1_Y11.4	chr2	32318743	3LTR	-	1	SPAST	6683	+	intronic				0		24968937
  PT1_Y11.4	chr19	39952562	5LTR	-	1	SUPT5H	6829	+	intronic				0		24968937
  PT3_Y0	chr6	33226084	3LTR	+	1	VPS52	6293	-	intronic				0		24968937
  PT1_Y11.4	chr13	49037333	5LTR	+	2	RB1	5925	+	intronic				0		24968937
  PT4_Y12.2	chr11	65852765	3LTR	+	1	PACS1	55690	+	intronic				0		24968937
  PT1_Y11.4	chr17	76760576	3LTR	-	1	CYTH1	9267	-	intronic				0		24968937
  PT1_Y11.4	chr14	64174669	3LTR	-	1	SGPP1	81537	-	intronic				0		24968937
  PT1_Y11.4	chr19	36570534	3LTR	-	1	WDR62	284403	+	intronic				0		24968937
  PT5_Y14.5	chr17	76750447	3LTR	+	1	CYTH1	9267	-	intronic				0		24968937
  PT1_Y0.2	chr6	137069802	5LTR	-	1	MAP3K5	4217	-	intronic				0		24968937
  PT1_Y11.4	chr6	29866707	3LTR	+	1	not found				HLA-H	3136	+	7850		24968937
  PT1_Y11.4	chr20	5563263	5LTR	+	1	GPCPD1	56261	-	intronic				0		24968937
  PT1_Y11.4	chr8	145552800	3LTR	-	1	not found				SCRT1	83482	-	1428		24968937
  PT1_Y11.4	chr17	28748473	5LTR	+	1	CPD	1362	+	intronic				0		24968937
  PT1_Y11.4	chr9	132776352	5LTR	+	1	FNBP1	23048	-	intronic				0		24968937
  PT4_Y12.2	chr12	56430186	3LTR	+	1	IKZF4	64375	+	UTR3				0		24968937
  PT1_Y11.4	chr5	80066395	3LTR	+	1	MSH3	4437	+	intronic				0		24968937
  PT4_Y12.2	chr12	47747147	3LTR	+	2	not found				MIR4494	100616478	-	10822		24968937
  PT1_Y11.4	chr20	46183984	5LTR	-	1	NCOA3	8202	+	intronic				0		24968937
  PT4_Y12.2	chr1	25242557	3LTR	+	1	RUNX3	864	-	intronic				0		24968937
  PT1_Y11.4	chr19	10317375	5LTR	-	4	not found				DNMT1	1786	-	11620		24968937
  PT3_Y7.2	chr17	80432093	3LTR	+	1	NARF	26502	+	intronic				0		24968937
  PT3_Y7.2	chr17	26374745	3LTR	+	1	NLK	51701	+	intronic				0		24968937
  PT3_Y7.2	chr17	56223012	3LTR	-	1	not found				OR4D1	26689	+	9503		24968937
  PT1_Y11.4	chr1	151387473	3LTR	-	5	POGZ	23126	-	intronic				0		24968937
  PT1_Y11.4	chr1	204763731	5LTR	+	1	not found				NFASC	23114	+	34051		24968937
  PT1_Y11.4	chr16	1737202	5LTR	-	1	HN1L	90861	+	intronic				0		24968937
  PT5_Y14.5	chr14	65385774	3LTR	-	1	CHURC1	91612	+	intronic				0		24968937
  PT1_Y11.4	chr7	139295573	5LTR	-	1	HIPK2	28996	-	intronic				0		24968937
  PT1_Y0.2	chr8	17806298	5LTR	-	1	PCM1	5108	+	intronic				0		24968937
  PT1_Y11.4	chr3	182653272	3LTR	+	1	not found				DCUN1D1	54165	-	2674		24968937
  PT1_Y11.4	chr17	26372648	5LTR	-	1	NLK	51701	+	intronic				0		24968937
  PT1_Y0.2	chr2	174788356	5LTR	+	1	SP3	6670	-	intronic				0		24968937
  PT1_Y11.4	chr19	2155563	5LTR	-	1	not found				AP3D1	8943	-	4007		24968937
  PT1_Y11.4	chrX	53721622	5LTR	+	1	not found				HUWE1	10075	-	7948		24968937
  PT5_Y14.5	chr12	986844	3LTR	-	1	WNK1	65125	+	intronic				0		24968937
  PT3_Y7.2	chr14	91578693	3LTR	+	1	not found				C14orf159			1664		24968937
  PT1_Y11.4	chr2	64340075	3LTR	+	1	PELI1	57162	-	intronic				0		24968937
  PT1_Y11.4	chr17	78886736	5LTR	+	2	RPTOR	57521	+	intronic				0		24968937
  PT1_Y11.4	chr13	49037328	3LTR	+	1	RB1	5925	+	intronic				0		24968937
  PT1_Y11.4	chr2	242265354	3LTR	-	1	SEPT2	4735	+	intronic				0		24968937
  PT1_Y11.4	chr18	8310295	5LTR	-	1	PTPRM	5797	+	intronic				0		24968937
  PT1_Y0.2	chr4	79720629	3LTR	+	1	BMP2K	55589	+	intronic				0		24968937
  PT4_Y12.2	chr6	45399204	3LTR	-	1	RUNX2	860	+	intronic				0		24968937
  PT1_Y11.4	chr3	128457930	5LTR	-	1	RAB7A	7879	+	intronic				0		24968937
  PT4_Y12.2	chr19	15644391	3LTR	-	1	CYP4F22	126410	+	intronic				0		24968937
  PT1_Y11.4	chr4	27421755	5LTR	+	1	not found				LOC101929199			137908		24968937
  PT3_Y7.2	chr2	208435693	3LTR	+	1	CREB1	1385	+	intronic				0		24968937
  PT1_Y0.2	chr2	159370503	3LTR	+	4	PKP4	8502	+	intronic				0		24968937
  PT4_Y12.2	chr19	58708561	3LTR	-	1	ZNF274	10782	+	intronic				0		24968937
  PT2_Y12.9	chr16	30632935	3LTR	-	1	not found				ZNF689	115509	-	11228		24968937
  PT1_Y11.4	chr6	27682327	5LTR	-	1	not found				LINC01012			4326		24968937
  PT3_Y0	chr17	79511181	3LTR	+	1	FAAP100			intronic				0		24968937
  PT1_Y11.4	chr2	32318738	5LTR	-	2	SPAST	6683	+	intronic				0		24968937
  PT1_Y11.4	chr1	21384984	3LTR	+	1	EIF4G3	8672	-	intronic				0		24968937
  PT4_Y12.2	chr1	7979076	3LTR	-	1	TNFRSF9	3604	-	UTR3				0		24968937
  PT3_Y7.2	chr2	220044215	3LTR	+	1	FAM134A	79137	+	intronic				0		24968937
  PT4_Y12.2	chr16	68130894	5LTR	-	3	NFATC3	4775	+	intronic				0		24968937
  PT1_Y11.4	chr22	41265938	3LTR	+	1	XPNPEP3	63929	+	intronic				0		24968937
  PT1_Y11.4	chr2	208589605	5LTR	+	1	CCNYL1	151195	+	intronic				0		24968937
  PT1_Y0.2	chr19	49301554	3LTR	-	1	BCAT2	587	-	intronic				0		24968937
  PT3_Y7.2	chr9	140155591	5LTR	-	1	NELFB			intronic				0		24968937
  PT5_Y14.5	chr17	33947964	3LTR	+	1	AP2B1	163	+	intronic				0		24968937
  PT1_Y11.4	chr22	40953670	5LTR	-	1	MKL1	57591	-	intronic				0		24968937
  PT1_Y11.4	chr5	142773615	3LTR	+	1	NR3C1	2908	-	intronic				0		24968937
  PT2_Y12.9	chr7	120602370	3LTR	-	1	ING3	54556	+	intronic				0		24968937
  PT4_Y12.2	chr21	46342467	3LTR	+	1	ITGB2-AS1			ncRNA_intronic				0		24968937
  PT1_Y0.2	chr12	57810978	3LTR	-	1	not found				INHBC	3626	+	17490		24968937
  PT1_Y0.2	chr4	153449909	3LTR	-	1	FBXW7	55294	-	intronic				0		24968937
  PT1_Y11.4	chr1	229604369	3LTR	-	1	NUP133	55746	-	intronic				0		24968937
  PT1_Y0.2	chr1	160778046	3LTR	+	1	LY9	4063	+	intronic				0		24968937
  PT5_Y14.5	chr11	65706151	3LTR	-	1	not found				TSGA10IP	254187	+	6964		24968937
  PT1_Y4.8	chr11	71744572	5LTR	-	1	NUMA1	4926	-	intronic				0		24968937
  PT3_Y7.2	chr2	197006620	3LTR	-	1	STK17B	9262	-	intronic				0		24968937
  PT2_Y12.9	chr3	51482755	3LTR	+	1	VPRBP	9730	-	intronic				0		24968937
  PT2_Y12.9	chr19	1258617	3LTR	+	1	MIDN	90007	+	UTR3				0		24968937
  PT1_Y11.4	chr19	50103338	3LTR	+	1	PRR12	57479	+	intronic				0		24968937
  PT1_Y4.8	chr11	121398660	3LTR	-	1	SORL1	6653	+	intronic				0		24968937
  PT5_Y14.5	chr1	18821331	3LTR	+	1	not found				KLHDC7A	127707	+	8851		24968937
  PT1_Y11.4	chr22	40527779	5LTR	+	1	TNRC6B	23112	+	intronic				0		24968937
  PT1_Y11.4	chr17	27766736	5LTR	+	1	TAOK1	57551	+	intronic				0		24968937
  PT1_Y0.2	chr18	20792219	5LTR	-	1	CABLES1	91768	+	intronic				0		24968937
  PT1_Y11.4	chr9	5029630	3LTR	+	1	JAK2	3717	+	intronic				0		24968937
  PT1_Y11.4	chr12	12874089	3LTR	-	1	CDKN1B	1027	+	UTR3				0		24968937
  PT1_Y11.4	chr14	95844543	3LTR	+	1	not found				LINC00341	79686	-	29061		24968937
  PT1_Y11.4	chr7	107182854	5LTR	+	1	COG5	10466	-	intronic				0		24968937
  PT1_Y11.4	chr6	35567457	3LTR	-	1	FKBP5	2289	-	intronic				0		24968937
  PT1_Y0.2	chr19	7497321	3LTR	+	1	ARHGEF18	23370	+	intronic				0		24968937
  PT1_Y0.2	chr2	84882440	5LTR	+	1	DNAH6	1768	+	intronic				0		24968937
  PT3_Y7.2	chr1	12669246	3LTR	+	1	DHRS3	9249	-	intronic				0		24968937
  PT1_Y0.2	chr16	24026618	3LTR	+	2	PRKCB	5579	+	intronic				0		24968937
  PT4_Y12.2	chrX	73195236	3LTR	+	1	JPX	554203	+	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr4	48613270	3LTR	-	1	FRYL	285527	-	intronic				0		24968937
  PT1_Y11.4	chr10	112761673	3LTR	-	1	SHOC2	8036	+	intronic				0		24968937
  PT1_Y11.4	chr17	42536355	3LTR	+	1	GPATCH8	23131	-	intronic				0		24968937
  PT1_Y0.2	chr17	45468901	3LTR	-	1	EFCAB13			exonic				0		24968937
  PT4_Y12.2	chr12	12612377	3LTR	+	1	BORCS5			intronic				0		24968937
  PT4_Y12.2	chr16	84764959	3LTR	+	1	USP10	9100	+	intronic				0		24968937
  PT1_Y11.4	chr20	56902364	3LTR	+	1	RAB22A	57403	+	intronic				0		24968937
  PT1_Y11.4	chr16	3916206	3LTR	+	1	CREBBP	1387	-	intronic				0		24968937
  PT1_Y11.4	chr14	75606171	3LTR	-	1	TMED10	10972	-	intronic				0		24968937
  PT1_Y11.4	chr1	1157598	3LTR	+	1	SDF4	51150	-	intronic				0		24968937
  PT1_Y11.4	chr12	57898833	3LTR	+	1	MARS	4141	+	intronic				0		24968937
  PT4_Y12.2	chr13	73350565	3LTR	+	1	DIS3	22894	-	intronic				0		24968937
  PT1_Y11.4	chr6	32867472	3LTR	+	1	LOC100294145	100294145	+	ncRNA_intronic				0		24968937
  PT1_Y11.4	chr19	18268515	3LTR	+	1	PIK3R2	5296	+	intronic				0		24968937
  PT3_Y0	chr14	102288207	5LTR	-	1	PPP2R5C	5527	+	intronic				0		24968937
  PT1_Y11.4	chr2	70326855	5LTR	+	3	not found				PCBP1	5093	+	10521		24968937
  PT3_Y0	chr17	47709840	3LTR	-	1	SPOP	8405	-	intronic				0		24968937
  PT1_Y11.4	chr16	14304534	3LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT2_Y12.9	chr16	23860008	3LTR	-	1	PRKCB	5579	+	intronic				0		24968937
  PT1_Y11.4	chr9	44839980	5LTR	+	1	not found				FAM27C	100132948	+	150256		24968937
  PT1_Y0.2	chr17	33836299	3LTR	-	1	not found				SLFN12L	100506736	-	21541		24968937
  PT1_Y11.4	chr3	196546399	5LTR	-	1	PAK2	5062	+	intronic				0		24968937
  PT1_Y11.4	chr21	38620652	3LTR	+	1	DSCR3	10311	-	intronic				0		24968937
  PT3_Y7.2	chr5	175888908	3LTR	-	1	FAF2	23197	+	intronic				0		24968937
  PT1_Y11.4	chr19	38090178	5LTR	+	1	ZNF540	163255	+	intronic				0		24968937
  PT1_Y11.4	chr12	48216328	5LTR	+	1	not found				HDAC7	51564	-	2565		24968937
  PT5_Y14.5	chr1	158322490	3LTR	-	1	not found				CD1E	913	+	996		24968937
  PT1_Y11.4	chr10	14761229	3LTR	-	1	FAM107B	83641	-	intronic				0		24968937
  PT1_Y11.4	chr8	68139972	5LTR	+	1	ARFGEF1	10565	-	intronic				0		24968937
  PT1_Y11.4	chr16	69634065	5LTR	+	1	NFAT5	10725	+	intronic				0		24968937
  PT1_Y11.4	chr15	39975091	5LTR	-	2	FSIP1	161835	-	intronic				0		24968937
  PT1_Y11.4	chr18	72659708	3LTR	+	1	ZNF407	55628	+	intronic				0		24968937
  PT1_Y11.4	chr4	39731056	3LTR	-	1	UBE2K	3093	+	intronic				0		24968937
  PT1_Y11.4	chr1	150058428	3LTR	-	1	VPS45	11311	+	intronic				0		24968937
  PT5_Y14.5	chr11	63990195	3LTR	-	1	FERMT3	83706	+	intronic				0		24968937
  PT3_Y7.2	chr1	211981735	3LTR	-	1	LPGAT1	9926	-	intronic				0		24968937
  PT1_Y11.4	chr16	14307572	3LTR	+	1	MKL2	57496	+	intronic				0		24968937
  PT1_Y11.4	chr3	49716238	5LTR	-	1	APEH	327	+	intronic				0		24968937
  PT1_Y4.8	chr7	107182849	3LTR	+	1	COG5	10466	-	intronic				0		24968937
  PT1_Y11.4	chr16	14681609	3LTR	-	1	PARN	5073	-	intronic				0		24968937
  PT1_Y11.4	chr8	133795826	5LTR	-	1	PHF20L1	51105	+	intronic				0		24968937
  PT4_Y12.2	chr9	139836363	3LTR	+	1	FBXW5	54461	-	intronic				0		24968937
  PT1_Y11.4	chr12	56679797	3LTR	+	1	CS	1431	-	exonic				0		24968937
  PT1_Y4.8	chr15	41629593	3LTR	-	1	NUSAP1	51203	+	intronic				0		24968937
  PT3_Y7.2	chr1	22072665	3LTR	+	2	USP48	84196	-	intronic				0		24968937
  PT1_Y11.4	chr12	112498250	3LTR	+	1	NAA25	80018	-	intronic				0		24968937
  PT1_Y11.4	chr9	131673742	3LTR	+	1	LRRC8A	56262	+	intronic				0		24968937
  PT1_Y0.2	chr6	24861526	5LTR	+	1	FAM65B	9750	-	intronic				0		24968937
  PT3_Y7.2	chr2	68419981	3LTR	+	1	PPP3R1	5534	-	intronic				0		24968937
  PT5_Y14.5	chr12	125456619	3LTR	+	1	DHX37	57647	-	intronic				0		24968937
  PT1_Y11.4	chr5	31553953	5LTR	-	1	C5orf22			UTR3				0		24968937
  PT1_Y4.8	chr19	18386503	3LTR	-	1	not found				KIAA1683	80726	-	1184		24968937
  PT1_Y11.4	chr7	129586454	3LTR	+	3	UBE2H	7328	-	intronic				0		24968937
  PT1_Y11.4	chr6	90730830	5LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y0.2	chr15	49464553	5LTR	+	1	GALK2	2585	+	intronic				0		24968937
  PT1_Y11.4	chr5	176621515	3LTR	+	2	NSD1	64324	+	intronic				0		24968937
  PT1_Y11.4	chr5	50035002	5LTR	-	3	PARP8	79668	+	intronic				0		24968937
  PT1_Y0.2	chr19	50262160	5LTR	+	1	TSKS	60385	-	intronic				0		24968937
  PT3_Y7.2	chr4	143619341	3LTR	-	1	INPP4B	8821	-	intronic				0		24968937
  PT5_Y14.5	chr12	46151066	3LTR	+	1	ARID2	196528	+	intronic				0		24968937
  PT1_Y0.2	chr12	49857510	3LTR	+	1	SPATS2	65244	+	intronic				0		24968937
  PT1_Y11.4	chr17	40516545	3LTR	-	1	STAT3	6774	-	intronic				0		24968937
  PT1_Y11.4	chr6	110261318	3LTR	+	1	not found				GPR6	2830	+	38141		24968937
  PT4_Y12.2	chr19	49423780	3LTR	-	1	NUCB1	4924	+	intronic				0		24968937
  PT1_Y11.4	chr12	55365350	5LTR	+	4	TESPA1			intronic				0		24968937
  PT1_Y11.4	chr7	11184354	3LTR	+	1	not found				NONE			0		24968937
  PT1_Y11.4	chrX	74679953	5LTR	+	1	ZDHHC15	158866	-	intronic				0		24968937
  PT1_Y11.4	chr14	105527459	5LTR	-	1	GPR132	29933	-	intronic				0		24968937
  PT1_Y11.4	chr14	89834175	3LTR	+	1	FOXN3	1112	-	intronic				0		24968937
  PT1_Y11.4	chr6	90759962	5LTR	-	1	BACH2	60468	-	intronic				0		24968937
  PT1_Y11.4	chr13	49825736	5LTR	+	1	CDADC1	81602	+	intronic				0		24968937
  PT1_Y11.4	chr10	94687083	3LTR	-	1	EXOC6	54536	+	intronic				0		24968937
  PT1_Y0.2	chr4	82411700	3LTR	+	1	not found				RASGEF1B	153020	-	18618		24968937
  PT1_Y11.4	chr12	112478424	5LTR	+	1	NAA25	80018	-	intronic				0		24968937
  PT1_Y11.4	chrUn	140143	5LTR	-	19	not found				MIR6724-1			8561		24968937
  PT1_Y4.8	chr14	62172337	5LTR	-	1	HIF1A	3091	+	intronic				0		24968937
  PT1_Y4.8	chr14	39760983	3LTR	-	1	CTAGE5	4253	+	intronic				0		24968937
  PT3_Y7.2	chr1	92282309	3LTR	+	1	TGFBR3	7049	-	intronic				0		24968937
  PT3_Y7.2	chr16	24992612	3LTR	-	1	ARHGAP17	55114	-	intronic				0		24968937
  PT5_Y14.5	chr22	40643289	3LTR	-	1	TNRC6B	23112	+	intronic				0		24968937
  PT1_Y11.4	chr17	38018130	3LTR	+	1	IKZF3	22806	-	intronic				0		24968937
  PT1_Y11.4	chr1	212928395	3LTR	+	1	NSL1	25936	-	intronic				0		24968937
  PT1_Y11.4	chr1	8647633	3LTR	-	1	RERE	473	-	intronic				0		24968937
  PT1_Y11.4	chr19	13280015	3LTR	+	1	not found				IER2	9592	+	14297		24968937
  PT3_Y7.2	chr12	121673783	3LTR	+	1	not found				CAMKK2	10645	-	1712		24968937
